workspace_id,request_timestamp,response_timestamp,log_id,conversation_id,input,entities,intent and confidence,output
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:09.897Z,2019-05-14T05:48:09.929Z,97c17879-c841-4eba-9923-7ed1f6bb34e7,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,okay,"[{""entity"":""eResponses"",""location"":[0,4],""value"":""yes"",""confidence"":1}]",,What else I can do for you ?
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:49:02.482Z,2019-05-14T05:49:02.513Z,74e99a78-a1b1-4299-b177-2d362b2c85d8,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,request submitted,"[{""entity"":""Submitted"",""location"":[0,17],""value"":""Request Submitted"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":0.23251535356000375}","Your request has been submitted. One of our representative will contact you shortly.,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:34.660Z,2019-05-14T05:48:34.778Z,05d2d92e-8389-4e97-9e05-5b6f6e54d2e0,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,i would like to withdraw some money,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[25,35],""value"":""partial withdraw"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":0.9900888442993165}",{{{get_scheme_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:47:28.324Z,2019-05-14T05:47:28.363Z,ed1f7fec-d844-4597-a659-1d739a2139df,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:46.439Z,2019-05-14T05:48:46.477Z,95895b1e-0957-420f-ac80-2ce5d256c256,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,first one,"[{""entity"":""eSelection"",""location"":[0,9],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[6,9],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iByeBye"",""confidence"":0.21290949407613766}",{{{check_for_user_scheme_selection_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:21:58.235Z,2019-05-14T05:21:58.329Z,c2595d6c-17c6-4dc9-a0a9-8c38a0a29998,93ad9194-9b26-4d73-ae96-3a8897958183,what questions you can handle,[],"{""intent"":""iHandleQuestion"",""confidence"":0.9816685199737549}","At the moment I am only trained to answer following question. Check Net Asset Value , Get Mini Statement, Get Statement, Update Aadhaar Number and Redemption,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:22:12.628Z,2019-05-14T05:22:12.677Z,83a0b64c-534f-44d9-9a6f-a70b0cf6561d,93ad9194-9b26-4d73-ae96-3a8897958183,i want to withdraw some money,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[19,29],""value"":""partial withdraw"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":1}",{{{get_scheme_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:21:02.662Z,2019-05-14T05:21:02.705Z,0e00a9f5-a156-4b9c-9dc5-033f860593f2,93ad9194-9b26-4d73-ae96-3a8897958183,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:22:45.454Z,2019-05-14T05:22:45.522Z,dd8cea05-d596-4632-b07f-0d50a85af582,93ad9194-9b26-4d73-ae96-3a8897958183,like to do partial withdrawal,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[11,29],""value"":""partial withdraw"",""confidence"":0.7}]","{""intent"":""iRedemption"",""confidence"":0.6821848392486572}","Please check & submit your  partial withdrawal request? <!--comment-->
    <br>
    <br>
    <div id=""_disabled"">
        <div class=""row"">
          <form class=""col s12""><div class=""row""><div>Min Amount is Rs. 1000 and Max Amount you can withdraw is Rs. {{{partial_withdrawal_amount}}}<br></div></div>
            <div class=""row"">
              <div class=""input-field col s12"">
                <i class=""material-icons prefix"">attach_money
                </i>
                <input id=""id_partial_withdraw_amount"" type=""number"" class=""validate"" max=""{{{partial_withdrawal_amount}}}"" min=""1000"" value=""1000"">
                <label for=""id_partial_withdraw_amount""></label>
              </div>
              <button id=""id_partial_withdraw_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""fullWithdrawal()""
                style=""margin: 0 55px 0 30px"">
                <i class=""fas fa-check prefix""></i>Submit</button>
                <button id=""id_cancel_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""GoBack()""
                style=""margin: 0"">
                <i class=""fas fa-check prefix""></i>Cancel</button>
            </div>
          </form>
        </div>
    </div>"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:23:17.710Z,2019-05-14T05:23:17.717Z,699c9f07-4012-4f3e-aaad-829ab6907d05,f1c550ec-e6a2-461b-9108-c43813e2fda4,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:21:23.095Z,2019-05-14T05:21:23.244Z,7507fb77-74ba-4248-88f1-90552e7db81b,93ad9194-9b26-4d73-ae96-3a8897958183,could you please send me my statement from the beginning,"[{""entity"":""eInceptionDate"",""location"":[47,56],""value"":""beginning"",""confidence"":0.7743906378746033}]","{""intent"":""iSendStatement"",""confidence"":0.951321792602539}",{{{user_provided_specific_dates}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:30:33.388Z,2019-05-17T10:30:33.477Z,3d035ede-c1c0-4ebc-a4c3-ea917c2cce46,5d9320a1-03db-4844-a057-ead45cd0230a,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:18:43.929Z,2019-05-17T10:18:44.053Z,c7f005f2-35e7-45ed-baac-89195eebde80,d1a80b7e-ccb6-4acd-88da-98feec275274,12345,"[{""entity"":""eInceptionDate"",""location"":[0,5],""value"":""12345"",""confidence"":0.24336114525794983},{""entity"":""sys-number"",""location"":[0,5],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]",,<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:21:01.559Z,2019-05-17T10:21:01.565Z,c0f30dc4-1eb6-4f38-b0eb-b411394d8207,5c60a02a-ebbf-402f-a411-f9ba32ba2653,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:20:15.229Z,2019-05-17T10:20:15.284Z,d0a6cca9-d555-4621-a249-e041143f0dc2,d1a80b7e-ccb6-4acd-88da-98feec275274,i would like to withdraw money,[],"{""intent"":""iRedemption"",""confidence"":0.9822248458862306}",{{{get_scheme_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:20:20.770Z,2019-05-17T10:20:20.805Z,b923d284-7bff-4204-b377-b52212acf4dc,d1a80b7e-ccb6-4acd-88da-98feec275274,first one,"[{""entity"":""eSelection"",""location"":[0,9],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[6,9],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iByeBye"",""confidence"":0.21290949407613766}",{{{check_for_user_scheme_selection_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:19:46.396Z,2019-05-17T10:19:46.429Z,5a2de53e-7b95-4061-aeb5-5aa30c1bfff9,d1a80b7e-ccb6-4acd-88da-98feec275274,okay,"[{""entity"":""eResponses"",""location"":[0,4],""value"":""yes"",""confidence"":1}]",,What else I can do for you ?
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:19:12.718Z,2019-05-17T10:19:12.812Z,ca7e1d10-7309-48e8-bdfe-bc1f35403e0d,d1a80b7e-ccb6-4acd-88da-98feec275274,i want a statement from 12th december 2018 till now,"[{""entity"":""eInceptionDate"",""location"":[24,37],""value"":""12th december"",""confidence"":0.26066869497299194},{""entity"":""sys-date"",""location"":[24,42],""value"":""2018-12-12"",""confidence"":1,""metadata"":{""calendar_type"":""GREGORIAN"",""timezone"":""GMT""}},{""entity"":""sys-number"",""location"":[38,42],""value"":""2018"",""confidence"":1,""metadata"":{""numeric_value"":2018}},{""entity"":""eTillNow"",""location"":[43,51],""value"":""till"",""confidence"":0.9825415015220642},{""entity"":""sys-date"",""location"":[48,51],""value"":""2019-05-17"",""confidence"":1,""metadata"":{""calendar_type"":""GREGORIAN"",""timezone"":""GMT""}},{""entity"":""sys-time"",""location"":[48,51],""value"":""10:19:12"",""confidence"":1,""metadata"":{""calendar_type"":""GREGORIAN"",""timezone"":""GMT""}}]","{""intent"":""iSendStatement"",""confidence"":0.9391034126281739}",{{{fromdate_to_tillnow}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:17:02.615Z,2019-05-17T09:17:02.631Z,6c43f7df-cf9b-4f58-9e90-f8649e17a3e6,7e51f1db-5f98-44a8-9212-2bdcf51d52df,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:59.719Z,2019-05-17T09:32:59.795Z,bb84c770-2eb9-4d18-a81a-60fc5af1dc52,dec475da-8459-46da-989c-3ab17261eb17,i want to know my net asset value,"[{""entity"":""eNav"",""location"":[18,33],""value"":""Nav"",""confidence"":0.9975610971450806}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.758511734008789}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:44.140Z,2019-05-17T09:32:44.231Z,124f3e37-ce59-437e-9ac4-09fd0b4ed7c4,dec475da-8459-46da-989c-3ab17261eb17,12345,"[{""entity"":""eInceptionDate"",""location"":[0,5],""value"":""12345"",""confidence"":0.24336114525794983},{""entity"":""sys-number"",""location"":[0,5],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]",,<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:45.996Z,2019-05-17T09:32:46.037Z,f62fd988-68ba-41aa-a29b-8f0d711138c1,dec475da-8459-46da-989c-3ab17261eb17,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:34.747Z,2019-05-17T09:32:34.782Z,9d6e5ea6-7a9c-48c8-87c5-2f49f4fde7d4,7edfd65e-f3d6-412d-9117-ba7f8f390c15,invalid id,"[{""entity"":""eIDValidation"",""location"":[0,10],""value"":""IDisInvalid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.5091764688491822}",Could you please tell me your 5 digit Customer ID number ?
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:18.051Z,2019-05-31T07:45:18.221Z,ece4beb5-83b2-4cb1-98be-678444f78466,24b4d615-5940-4eba-90a2-33166e5b249f,what can you answer?,[],"{""intent"":""iHandleQuestion"",""confidence"":0.9547935009002686}","At the moment I am only trained to answer following question. Check Net Asset Value , Get Mini Statement, Get Statement, Update Aadhaar Number and Redemption,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:34.108Z,2019-05-31T07:45:34.200Z,abcc5206-9006-48d5-bcee-1823b2f263fe,24b4d615-5940-4eba-90a2-33166e5b249f,okay,"[{""entity"":""eResponses"",""location"":[0,4],""value"":""yes"",""confidence"":1}]",,What else I can do for you ?
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:44:38.977Z,2019-05-31T07:44:39.021Z,c52a29b0-bb05-4a39-a832-08ffd8bececb,24b4d615-5940-4eba-90a2-33166e5b249f,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:44:48.300Z,2019-05-31T07:44:48.366Z,ba56a70a-178f-42ca-91b5-18ff35aa5388,24b4d615-5940-4eba-90a2-33166e5b249f,how are you jacky?,[],"{""intent"":""iByeBye"",""confidence"":0.4655695676803589}",I did not get your meaning. Please rephrase your statement.
788e608a-118d-4c68-811a-45391400b024,2019-05-31T08:05:47.624Z,2019-05-31T08:05:47.673Z,8950b270-19ab-42f8-b47b-2d54ff5c58ff,5c161e52-63c6-41ae-a4d4-afd47ea656c2,whats the weather like today?,"[{""entity"":""sys-date"",""location"":[23,28],""value"":""2019-05-31"",""confidence"":1,""metadata"":{""calendar_type"":""GREGORIAN"",""timezone"":""GMT""}}]",,I did not get your meaning. Please rephrase your statement.
788e608a-118d-4c68-811a-45391400b024,2019-05-31T08:05:17.957Z,2019-05-31T08:05:18.036Z,b6a6b3a4-daca-4b07-89d0-ff6c0d9c16a9,5c161e52-63c6-41ae-a4d4-afd47ea656c2,12345,"[{""entity"":""eInceptionDate"",""location"":[0,5],""value"":""12345"",""confidence"":0.24336114525794983},{""entity"":""sys-number"",""location"":[0,5],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]",,<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-31T08:05:34.485Z,2019-05-31T08:05:35.429Z,7ea8d504-e73c-4a91-828c-2d486c51c108,5c161e52-63c6-41ae-a4d4-afd47ea656c2,what can you handle?,[],"{""intent"":""iHandleQuestion"",""confidence"":0.9299485206604003}","At the moment I am only trained to answer following question. Check Net Asset Value , Get Mini Statement, Get Statement, Update Aadhaar Number and Redemption,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-31T08:05:13.627Z,2019-05-31T08:05:13.634Z,687732b0-dc61-4a31-b213-546104bfabe2,5c161e52-63c6-41ae-a4d4-afd47ea656c2,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:40:13.960Z,2019-06-06T06:40:14.020Z,0c8b3a73-4348-4d70-aa5c-519c42f1a256,637a58fa-d927-41b9-a887-2dbd87e8331b,i would like to do partial withdrawal,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[19,37],""value"":""partial withdraw"",""confidence"":0.7}]","{""intent"":""iRedemption"",""confidence"":0.755089521408081}","Please check & submit your  partial withdrawal request? <!--comment-->
    <br>
    <br>
    <div id=""_disabled"">
        <div class=""row"">
          <form class=""col s12""><div class=""row""><div>Min Amount is Rs. 1000 and Max Amount you can withdraw is Rs. {{{partial_withdrawal_amount}}}<br></div></div>
            <div class=""row"">
              <div class=""input-field col s12"">
                <i class=""material-icons prefix"">attach_money
                </i>
                <input id=""id_partial_withdraw_amount"" type=""number"" class=""validate"" max=""{{{partial_withdrawal_amount}}}"" min=""1000"" value=""1000"">
                <label for=""id_partial_withdraw_amount""></label>
              </div>
              <button id=""id_partial_withdraw_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""fullWithdrawal()""
                style=""margin: 0 55px 0 30px"">
                <i class=""fas fa-check prefix""></i>Submit</button>
                <button id=""id_cancel_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""GoBack()""
                style=""margin: 0"">
                <i class=""fas fa-check prefix""></i>Cancel</button>
            </div>
          </form>
        </div>
    </div>"
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:40:21.934Z,2019-06-06T06:40:21.971Z,2a5acceb-aaa0-4188-aaf7-bed7414e50e7,637a58fa-d927-41b9-a887-2dbd87e8331b,request submitted,"[{""entity"":""Submitted"",""location"":[0,17],""value"":""Request Submitted"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":0.23251535356000375}","Your request has been submitted. One of our representative will contact you shortly.,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:30.659Z,2019-06-06T06:39:30.892Z,21a8a864-30cb-4442-b2b5-c1b7ab6341d1,637a58fa-d927-41b9-a887-2dbd87e8331b,i want a statement from the beginning,"[{""entity"":""eInceptionDate"",""location"":[28,37],""value"":""beginning"",""confidence"":0.7743906378746033}]","{""intent"":""iSendStatement"",""confidence"":0.9697212696075439}",{{{user_provided_specific_dates}}}
